Year,GEO,Income concept,Economic family type,GINI
1983,Manitoba,Total income,Non-elderly females,0.341
1983,Manitoba,Total income,"Non-elderly females, non-earner",
1983,Manitoba,Total income,"Non-elderly females, earner",0.302
1983,Manitoba,After-tax income,All family units,0.357
1983,Manitoba,After-tax income,"Economic families, two persons or more",0.298
1983,Manitoba,After-tax income,Elderly families,0.252
1983,Manitoba,After-tax income,Elderly married couples,0.254
1983,Manitoba,After-tax income,Other elderly families,
1983,Manitoba,After-tax income,Non-elderly families,0.289
1983,Manitoba,After-tax income,Married couples,0.291
1983,Manitoba,After-tax income,"Married couples, no earners",
1983,Manitoba,After-tax income,"Married couples, one earner",0.323
1983,Manitoba,After-tax income,"Married couples, two earners",0.279
1983,Manitoba,After-tax income,Two-parent families with children,0.248
1983,Manitoba,After-tax income,"Two-parent families with children, no earners",
1983,Manitoba,After-tax income,"Two-parent families with children, one earner",0.285
1983,Manitoba,After-tax income,"Two-parent families with children, two earners",0.212
1983,Manitoba,After-tax income,"Two-parent families with children, three or more earners",0.231
1983,Manitoba,After-tax income,Married couples with other relatives,0.197
1983,Manitoba,After-tax income,Lone-parent families,0.295
1983,Manitoba,After-tax income,Male lone-parent families,
1983,Manitoba,After-tax income,Female lone-parent families,0.28
1983,Manitoba,After-tax income,"Female lone-parent families, no earners",
1983,Manitoba,After-tax income,"Female lone-parent families, one earner",
1983,Manitoba,After-tax income,"Female lone-parent families, two or more earners",
1983,Manitoba,After-tax income,Other non-elderly families,0.359
1983,Manitoba,After-tax income,Unattached individuals,0.329
1983,Manitoba,After-tax income,Elderly males,
1983,Manitoba,After-tax income,"Elderly males, non-earner",
1983,Manitoba,After-tax income,"Elderly males, earner",
1983,Manitoba,After-tax income,Elderly females,0.265
1983,Manitoba,After-tax income,"Elderly females, non-earner",0.268
1983,Manitoba,After-tax income,"Elderly females, earner",
1983,Manitoba,After-tax income,Non-elderly males,0.359
1983,Manitoba,After-tax income,"Non-elderly males, non-earner",
1983,Manitoba,After-tax income,"Non-elderly males, earner",0.34
1983,Manitoba,After-tax income,Non-elderly females,0.316
1983,Manitoba,After-tax income,"Non-elderly females, non-earner",
1983,Manitoba,After-tax income,"Non-elderly females, earner",0.283
1983,Saskatchewan,Market income,All family units,0.48
1983,Saskatchewan,Market income,"Economic families, two persons or more",0.408
1983,Saskatchewan,Market income,Elderly families,0.538
1983,Saskatchewan,Market income,Elderly married couples,0.502
1983,Saskatchewan,Market income,Other elderly families,
1983,Saskatchewan,Market income,Non-elderly families,0.369
1983,Saskatchewan,Market income,Married couples,0.329
1983,Saskatchewan,Market income,"Married couples, no earners",
1983,Saskatchewan,Market income,"Married couples, one earner",0.391
1983,Saskatchewan,Market income,"Married couples, two earners",0.255
1983,Saskatchewan,Market income,Two-parent families with children,0.333
1983,Saskatchewan,Market income,"Two-parent families with children, no earners",
1983,Saskatchewan,Market income,"Two-parent families with children, one earner",0.336
1983,Saskatchewan,Market income,"Two-parent families with children, two earners",0.285
1983,Saskatchewan,Market income,"Two-parent families with children, three or more earners",0.336
1983,Saskatchewan,Market income,Married couples with other relatives,0.326
1983,Saskatchewan,Market income,Lone-parent families,0.58
1983,Saskatchewan,Market income,Male lone-parent families,
1983,Saskatchewan,Market income,Female lone-parent families,0.578
1983,Saskatchewan,Market income,"Female lone-parent families, no earners",
1983,Saskatchewan,Market income,"Female lone-parent families, one earner",
1983,Saskatchewan,Market income,"Female lone-parent families, two or more earners",
1983,Saskatchewan,Market income,Other non-elderly families,0.415
1983,Saskatchewan,Market income,Unattached individuals,0.552
1983,Saskatchewan,Market income,Elderly males,0.665
1983,Saskatchewan,Market income,"Elderly males, non-earner",
1983,Saskatchewan,Market income,"Elderly males, earner",
1983,Saskatchewan,Market income,Elderly females,0.615
1983,Saskatchewan,Market income,"Elderly females, non-earner",0.631
1983,Saskatchewan,Market income,"Elderly females, earner",
1983,Saskatchewan,Market income,Non-elderly males,0.425
1983,Saskatchewan,Market income,"Non-elderly males, non-earner",
1983,Saskatchewan,Market income,"Non-elderly males, earner",0.381
1983,Saskatchewan,Market income,Non-elderly females,0.454
1983,Saskatchewan,Market income,"Non-elderly females, non-earner",
1983,Saskatchewan,Market income,"Non-elderly females, earner",0.414
1983,Saskatchewan,Total income,All family units,0.404
1983,Saskatchewan,Total income,"Economic families, two persons or more",0.342
1983,Saskatchewan,Total income,Elderly families,0.302
1983,Saskatchewan,Total income,Elderly married couples,0.264
1983,Saskatchewan,Total income,Other elderly families,
1983,Saskatchewan,Total income,Non-elderly families,0.333
1983,Saskatchewan,Total income,Married couples,0.312
1983,Saskatchewan,Total income,"Married couples, no earners",
1983,Saskatchewan,Total income,"Married couples, one earner",0.368
1983,Saskatchewan,Total income,"Married couples, two earners",0.245
1983,Saskatchewan,Total income,Two-parent families with children,0.306
1983,Saskatchewan,Total income,"Two-parent families with children, no earners",
1983,Saskatchewan,Total income,"Two-parent families with children, one earner",0.299
1983,Saskatchewan,Total income,"Two-parent families with children, two earners",0.261
1983,Saskatchewan,Total income,"Two-parent families with children, three or more earners",0.321
1983,Saskatchewan,Total income,Married couples with other relatives,0.319
1983,Saskatchewan,Total income,Lone-parent families,0.285
1983,Saskatchewan,Total income,Male lone-parent families,
1983,Saskatchewan,Total income,Female lone-parent families,0.289
1983,Saskatchewan,Total income,"Female lone-parent families, no earners",
1983,Saskatchewan,Total income,"Female lone-parent families, one earner",
1983,Saskatchewan,Total income,"Female lone-parent families, two or more earners",
1983,Saskatchewan,Total income,Other non-elderly families,0.337
1983,Saskatchewan,Total income,Unattached individuals,0.404
1983,Saskatchewan,Total income,Elderly males,0.306
1983,Saskatchewan,Total income,"Elderly males, non-earner",
1983,Saskatchewan,Total income,"Elderly males, earner",
1983,Saskatchewan,Total income,Elderly females,0.256
1983,Saskatchewan,Total income,"Elderly females, non-earner",0.247
1983,Saskatchewan,Total income,"Elderly females, earner",
1983,Saskatchewan,Total income,Non-elderly males,0.401
1983,Saskatchewan,Total income,"Non-elderly males, non-earner",
1983,Saskatchewan,Total income,"Non-elderly males, earner",0.361
1983,Saskatchewan,Total income,Non-elderly females,0.423
1983,Saskatchewan,Total income,"Non-elderly females, non-earner",
1983,Saskatchewan,Total income,"Non-elderly females, earner",0.409
1983,Saskatchewan,After-tax income,All family units,0.378
1983,Saskatchewan,After-tax income,"Economic families, two persons or more",0.315
1983,Saskatchewan,After-tax income,Elderly families,0.273
1983,Saskatchewan,After-tax income,Elderly married couples,0.232
1983,Saskatchewan,After-tax income,Other elderly families,
1983,Saskatchewan,After-tax income,Non-elderly families,0.31
1983,Saskatchewan,After-tax income,Married couples,0.285
1983,Saskatchewan,After-tax income,"Married couples, no earners",
1983,Saskatchewan,After-tax income,"Married couples, one earner",0.322
1983,Saskatchewan,After-tax income,"Married couples, two earners",0.224
1983,Saskatchewan,After-tax income,Two-parent families with children,0.28
1983,Saskatchewan,After-tax income,"Two-parent families with children, no earners",
1983,Saskatchewan,After-tax income,"Two-parent families with children, one earner",0.259
1983,Saskatchewan,After-tax income,"Two-parent families with children, two earners",0.227
1983,Saskatchewan,After-tax income,"Two-parent families with children, three or more earners",0.311
1983,Saskatchewan,After-tax income,Married couples with other relatives,0.316
1983,Saskatchewan,After-tax income,Lone-parent families,0.257
1983,Saskatchewan,After-tax income,Male lone-parent families,
1983,Saskatchewan,After-tax income,Female lone-parent families,0.263
1983,Saskatchewan,After-tax income,"Female lone-parent families, no earners",
1983,Saskatchewan,After-tax income,"Female lone-parent families, one earner",
1983,Saskatchewan,After-tax income,"Female lone-parent families, two or more earners",
1983,Saskatchewan,After-tax income,Other non-elderly families,0.31
1983,Saskatchewan,After-tax income,Unattached individuals,0.363
1983,Saskatchewan,After-tax income,Elderly males,0.274
1983,Saskatchewan,After-tax income,"Elderly males, non-earner",
1983,Saskatchewan,After-tax income,"Elderly males, earner",
1983,Saskatchewan,After-tax income,Elderly females,0.233
1983,Saskatchewan,After-tax income,"Elderly females, non-earner",0.225
1983,Saskatchewan,After-tax income,"Elderly females, earner",
1983,Saskatchewan,After-tax income,Non-elderly males,0.372
1983,Saskatchewan,After-tax income,"Non-elderly males, non-earner",
1983,Saskatchewan,After-tax income,"Non-elderly males, earner",0.332
1983,Saskatchewan,After-tax income,Non-elderly females,0.386
1983,Saskatchewan,After-tax income,"Non-elderly females, non-earner",
1983,Saskatchewan,After-tax income,"Non-elderly females, earner",0.373
1983,Alberta,Market income,All family units,0.449
1983,Alberta,Market income,"Economic families, two persons or more",0.379
1983,Alberta,Market income,Elderly families,0.588
1983,Alberta,Market income,Elderly married couples,0.579
1983,Alberta,Market income,Other elderly families,0.529
1983,Alberta,Market income,Non-elderly families,0.35
1983,Alberta,Market income,Married couples,0.325
1983,Alberta,Market income,"Married couples, no earners",
1983,Alberta,Market income,"Married couples, one earner",0.316
1983,Alberta,Market income,"Married couples, two earners",0.301
1983,Alberta,Market income,Two-parent families with children,0.315
1983,Alberta,Market income,"Two-parent families with children, no earners",
1983,Alberta,Market income,"Two-parent families with children, one earner",0.366
1983,Alberta,Market income,"Two-parent families with children, two earners",0.294
1983,Alberta,Market income,"Two-parent families with children, three or more earners",0.229
1983,Alberta,Market income,Married couples with other relatives,0.299
1983,Alberta,Market income,Lone-parent families,0.611
1983,Alberta,Market income,Male lone-parent families,
1983,Alberta,Market income,Female lone-parent families,0.614
1983,Alberta,Market income,"Female lone-parent families, no earners",
1983,Alberta,Market income,"Female lone-parent families, one earner",0.462
1983,Alberta,Market income,"Female lone-parent families, two or more earners",
1983,Alberta,Market income,Other non-elderly families,0.352
1983,Alberta,Market income,Unattached individuals,0.542
